price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
4386.3999,4405.2466,4450.4800,4360.0132,4482.5515,4640.4795,4318.9121,4558.5000,4273.2998,4498.7002,4755.0000,4074.0000
