price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
30784.5000,28092.7949,30143.6602,26041.9297,23824.0343,25896.0723,21741.4746,31397.7500,23551.5000,26280.0000,27456.5000,17975.5000
