price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
7767.2500,7712.8828,7762.9639,7662.8018,7797.4505,7851.1714,7743.5415,7834.2500,7575.0000,7769.0000,7906.2500,7610.5000
