price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
7764.7500,7336.9819,7680.2544,6993.7095,6513.3832,6949.5972,6074.1431,7906.2500,6483.5000,7082.0000,7193.5000,5178.7500
