price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
107.5000,107.1700,107.3710,106.9689,0.0000,107.1562,106.8125,107.1250,107.1700,0.0000,0.0000,0.0000,0.0000,0.0000,107.5000,106.5938,106.8161
