price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
30207.7500,30080.2520,30139.5762,30020.9277,0.0000,29818.2500,29692.7500,29751.5000,30080.2520,0.0000,0.0000,0.0000,0.0000,0.0000,30214.0000,29904.0000,29915.2520
