price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
7763.7500,7752.2036,7765.0903,7739.3169,0.0000,7705.2500,7681.2500,7691.5000,7752.2036,0.0000,0.0000,0.0000,0.0000,0.0000,7771.2500,7712.3447,7712.3447
