price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
4395.0000,4399.9258,4406.1006,4393.7510,0.0000,4400.7002,4379.5000,4384.1001,4399.9258,0.0000,0.0000,0.0000,0.0000,0.0000,4414.1001,4382.0000,4383.3271
