price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
4358.1001,4389.2515,4405.7207,4372.7822,4363.1305,4399.8643,4309.0244,4422.1001,4352.7002,4413.0000,4439.7998,4273.2998
