price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
30784.5000,29633.3477,29990.5527,29276.1426,29863.7270,30224.5410,29490.0723,30797.5000,29053.0000,29815.5000,30640.2500,28610.7500
