price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
4395.5000,4344.5132,4530.9263,4158.1001,4602.8229,4853.6685,4352.1978,4755.0000,4022.8999,4084.8999,5010.2998,4015.3000
