price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
30192.2500,29567.7051,30179.6582,28955.7520,29019.9219,30840.4863,27160.5723,30851.0000,27498.7500,30803.0000,31397.7500,24256.0000
