price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
7760.0000,7737.1289,7760.0000,7714.2578,7674.7238,7706.4517,7641.0620,7761.5000,7713.7500,7722.0000,7739.2500,7575.0000
