price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
52531.0000,52926.8438,53568.2305,52285.4570,54128.2203,54558.0508,53696.3086,54244.0000,51609.0000,53676.0000,55301.0000,53194.0000
