price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
66.8950,66.8113,67.0759,66.5467,0.0000,67.1500,66.7450,66.8950,66.8113,0.0000,0.0000,0.0000,0.0000,0.0000,67.5550,66.2000,67.1635
