price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
52514.0000,50832.9219,52784.7617,48881.0820,46047.0292,48337.0547,43746.7500,55301.0000,45841.0000,49456.0000,50386.0000,38828.0000
