price,vwap,dvah,dval,pvwap,pvah,pval,high,low,open,phigh,plow
4354.8003,4703.5811,5077.8516,4329.3105,3766.7261,4208.4858,3324.0908,5752.1001,4015.3000,4503.2998,4747.2998,2966.1001
