price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
105.9531,105.9162,105.9830,105.8495,0.0000,106.3438,106.0156,106.2031,105.9162,0.0000,0.0000,0.0000,0.0000,0.0000,106.0625,105.6719,105.7430
