price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
3.2082,3.1956,3.2067,3.1845,0.0000,3.2462,3.2171,3.2309,3.1956,0.0000,0.0000,0.0000,0.0000,0.0000,3.2812,3.1553,3.2436
