price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
2.9960,3.0027,3.0130,2.9924,0.0000,3.0480,3.0280,3.0350,3.0027,0.0000,0.0000,0.0000,0.0000,0.0000,3.0420,2.9800,3.0326
