price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
52535.0000,52366.0742,52469.2148,52262.9336,0.0000,52076.0000,51902.0000,52001.0000,52366.0742,0.0000,0.0000,0.0000,0.0000,0.0000,52557.0000,52080.0000,52081.0195
