price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
93.2300,94.3618,95.1878,93.5358,0.0000,97.2100,95.3900,96.0100,94.3618,0.0000,0.0000,0.0000,0.0000,0.0000,97.2200,93.0500,95.6238
