price,vwap,dvah,dval,dpoc,pvah,pval,ppoc,fsvwap,wvwap,wvah,wval,pwvah,pwval,high,low,open
6.5820,6.5303,6.5684,6.4921,0.0000,6.5230,6.4615,6.5025,6.5303,0.0000,0.0000,0.0000,0.0000,0.0000,6.6045,6.4395,6.4494
